sound_num,pitch,string,position,finger
0,88,e,4,4
1,87,e,4,3
2,88,e,4,4
3,83,e,1,4
4,80,e,1,2
5,83,e,1,4
6,76,a,1,4
7,78,e,1,1
8,76,a,1,4
9,75,a,1,3
10,76,a,1,4
11,71,a,1,1
12,68,d,1,3
13,71,a,1,1
14,64,d,1,1
15,71,a,1,1
16,66,d,1,2
17,71,a,1,1
18,68,d,1,3
19,71,a,1,1
20,69,d,1,4
21,71,a,1,1
22,68,d,1,3
23,71,a,1,1
24,66,d,1,2
25,71,a,1,1
26,64,d,1,1
27,76,a,1,4
28,75,a,1,3
29,73,a,1,2
30,71,a,1,1
31,76,a,1,4
32,75,a,1,3
33,73,a,1,2
34,71,a,1,1
35,69,d,1,4
36,68,d,1,3
37,66,d,1,2
38,64,d,1,1
39,71,a,1,1
40,66,d,1,2
41,71,a,1,1
42,68,d,1,3
43,71,a,1,1
44,69,d,1,4
45,71,a,1,1
46,68,d,1,3
47,71,a,1,1
48,66,d,1,2
49,71,a,1,1
50,64,d,1,1
51,76,a,1,4
52,75,a,1,3
53,73,a,1,2
54,71,a,1,1
55,76,a,1,4
56,75,a,1,3
57,73,a,1,2
58,71,a,1,1
59,69,d,1,4
60,68,d,1,3
61,66,d,1,2
62,64,d,1,1
63,66,d,1,2
64,68,d,1,3
65,69,d,1,4
66,71,a,1,1
67,73,a,1,2
68,75,a,1,3
69,76,a,1,4
70,78,e,1,1
71,80,e,1,2
72,81,e,1,3
73,78,e,1,1
74,80,e,1,2
75,83,e,1,4
76,76,a,1,4
77,78,e,1,1
78,80,e,1,2
79,81,e,1,3
80,83,e,1,4
81,85,e,3,3
82,87,e,4,3
83,88,e,4,4
84,85,e,3,3
85,87,e,4,3
86,88,e,4,4
87,83,e,1,4
88,81,e,1,3
89,83,e,1,4
90,80,e,1,2
91,83,e,1,4
92,81,e,1,3
93,83,e,1,4
94,80,e,1,2
95,83,e,1,4
96,78,e,1,1
97,83,e,1,4
98,76,a,1,4
99,88,e,4,4
100,87,e,4,3
101,85,e,3,3
102,83,e,1,4
103,76,a,1,4
104,85,e,3,3
105,76,a,1,4
106,83,e,1,4
107,76,a,1,4
108,81,e,1,3
109,76,a,1,4
110,80,e,1,2
111,83,e,1,4
112,78,e,1,1
113,83,e,1,4
114,80,e,1,2
115,83,e,1,4
116,81,e,1,3
117,83,e,1,4
118,80,e,1,2
119,83,e,1,4
120,78,e,1,1
121,83,e,1,4
122,76,a,1,4
123,88,e,4,4
124,87,e,4,3
125,85,e,3,3
126,83,e,1,4
127,76,a,1,4
128,85,e,3,3
129,76,a,1,4
130,83,e,1,4
131,76,a,1,4
132,81,e,1,3
133,76,a,1,4
134,80,e,1,2
135,76,a,1,4
136,76,a,1,4
137,76,a,1,4
138,75,a,1,3
139,76,a,1,4
140,76,a,1,4
141,76,a,1,4
142,78,e,1,1
143,76,a,1,4
144,75,a,1,3
145,76,a,1,4
146,76,a,1,4
147,76,a,1,4
148,80,e,1,2
149,76,a,1,4
150,78,e,1,1
151,76,a,1,4
152,80,e,1,2
153,76,a,1,4
154,81,e,1,3
155,76,a,1,4
156,78,e,1,1
157,76,a,1,4
158,80,e,1,2
159,76,a,1,4
160,76,a,1,4
161,76,a,1,4
162,75,a,1,3
163,76,a,1,4
164,76,a,1,4
165,76,a,1,4
166,78,e,1,1
167,76,a,1,4
168,75,a,1,3
169,76,a,1,4
170,76,a,1,4
171,76,a,1,4
172,80,e,1,2
173,76,a,1,4
174,78,e,1,1
175,76,a,1,4
176,80,e,1,2
177,76,a,1,4
178,81,e,1,3
179,76,a,1,4
180,78,e,1,1
181,76,a,1,4
182,80,e,1,2
